Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,13.0,1730.9307821496473,0.09431689026612854,0.13787941871849396,2.3454343898351087,0.0,Mar,2,4,1,13,New_Visitor,False,False
1.0,100.19252355540371,2.0,36.83968226013625,7.0,58.07130916289465,0.15158606864197902,0.13684763176518944,0.6887961495703079,0.4,Nov,3,5,5,9,Returning_Visitor,False,False
2.0,11.484606297479274,0.0,0.0,17.0,2150.938292334149,0.25825253316016467,0.2083812234067348,0.45085950054020796,0.0,Nov,2,6,4,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,150.8020783455264,0.3161556178971857,0.12222606362611277,1.3653356901248508,1.0,Oct,3,7,2,2,Returning_Visitor,False,False
1.0,69.05048115779027,0.0,0.0,31.0,2774.658221599734,0.3931798651396669,0.3135879700878497,0.45690842565738454,0.6,Nov,2,12,1,9,Returning_Visitor,False,False
2.0,178.97104601689426,2.0,4.83809338035549,21.0,380.8511649323552,0.1826453497964966,0.12272334131675655,2.7129011157524845,0.0,Aug,2,13,6,2,Returning_Visitor,False,False
2.0,67.6552798536958,0.0,0.0,13.0,116.8723851445666,0.11812844396816488,0.05581622674491349,4.124568236433534,0.0,Sep,2,10,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,135.41988682865764,0.01960253504291635,0.013414876958520573,28.702362457433413,0.0,May,2,1,7,1,Returning_Visitor,False,True
1.0,37.72679565720479,1.0,6.965544854140776,7.0,808.7505639881344,0.027339925683034824,0.0,46.15840106067496,0.2,Mar,3,9,7,11,Returning_Visitor,False,True
0.0,0.0,1.0,8.828595047628905,8.0,138.45110704091783,0.253477794374777,0.21138636713036188,10.52281194819709,0.0,Mar,3,8,8,5,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,12.0,1444.1685297206627,0.025374243199785356,0.0,25.498648733938076,0.0,Mar,2,3,4,16,New_Visitor,False,True
0.0,0.0,1.0,4.754385556638517,7.0,2719.6612918186834,0.11964320546198932,0.14391172454421652,0.07017708760730469,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,713.9840245148107,0.06990800605424463,0.07413977705775543,3.279372407704622,0.0,May,5,12,3,5,New_Visitor,False,False
2.0,124.28124249339383,1.0,15.253269574771856,13.0,1851.9868242355876,0.23045585362658894,0.1590642061189026,8.672931391220526,0.0,Aug,2,9,3,2,Returning_Visitor,False,False
2.0,104.05236794814861,0.0,0.0,45.0,3208.5513548735803,0.5249440267092037,0.4028807759126007,8.843977586329729,0.0,Dec,3,13,6,11,Returning_Visitor,False,False
6.0,7.51203830172591,0.0,0.0,7.0,257.64119310324753,0.8167115042592572,0.6845826522209305,3.094540650525119,0.0,May,2,1,1,5,New_Visitor,True,False
0.0,0.0,2.0,46.687603753190174,20.0,1735.1760027948872,0.3095308722844362,0.27605352291154894,1.7882894824522766,0.0,May,3,1,7,4,Returning_Visitor,False,False
2.0,100.36685491785232,1.0,6.67377213292712,6.0,1932.516891845406,0.07655525080332938,0.007294784481259753,3.1308597087339196,0.6,Nov,3,4,9,1,Returning_Visitor,False,False
0.0,0.0,1.0,5.883334310476065,12.0,416.93995548995167,0.6060413432509326,0.4499681850187045,0.4057884994684334,0.0,May,2,3,4,1,Returning_Visitor,False,False
2.0,174.59530423789656,1.0,19.416642166611922,10.0,1257.7355338870923,0.16229011714630154,0.17993467160776855,0.21064928674260489,0.0,Mar,2,2,5,9,Returning_Visitor,True,False
0.0,0.0,2.0,13.394751144508817,7.0,45.152786774758326,0.22656972831971794,0.18422923070171465,0.9567523584150148,0.6,May,2,10,7,5,Returning_Visitor,False,False
0.0,0.0,2.0,79.67337813276171,5.0,435.20226562251963,0.039465086743469574,0.0,2.216140560856636,0.0,Mar,3,3,3,1,Returning_Visitor,False,True
1.0,156.14245671054903,2.0,72.54523446885021,15.0,238.2206439760226,0.3423317829215468,0.27490527541924,4.800816174657343,0.0,Dec,2,4,9,15,New_Visitor,False,False
1.0,16.40806380525555,0.0,0.0,12.0,400.56905109700676,0.05537312877591308,0.10119317177467274,1.3485594484964563,0.0,Nov,3,10,1,2,Returning_Visitor,False,False
9.0,2302.592648031586,0.0,0.0,17.0,47.57687913661676,0.2074802919037929,0.1767804448959735,36.98371512395708,0.0,Nov,3,4,6,20,Returning_Visitor,False,True
3.0,229.90174158323507,0.0,0.0,7.0,1153.1534721839546,0.07658567582191783,0.07198651989679421,34.50153785935668,0.2,Dec,2,2,6,5,Returning_Visitor,False,True
0.0,0.0,1.0,36.32421083190595,7.0,296.45214452988864,0.07480278248954243,0.0822319402624282,5.496609100646863,0.0,Nov,8,8,2,1,Returning_Visitor,False,False
5.0,537.8404304456568,0.0,0.0,5.0,225.93856544370735,0.26851894679477717,0.2723472412027912,2.1791880977641425,0.0,May,2,3,7,2,Other,False,False
3.0,328.10112185027134,1.0,1.721553064457427,3.0,270.6096234418175,0.22410986090558094,0.22951050640247594,6.597174560890673,0.6,Dec,2,1,3,5,Returning_Visitor,False,False
9.0,1072.5947766473303,0.0,0.0,21.0,148.01961343119376,0.625295545271188,0.4763998299021763,2.367116242430593,0.0,Sep,3,3,5,8,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,231.523061835009,0.21265342065119533,0.194720239316592,4.110229397821784,0.0,Nov,2,13,6,2,New_Visitor,False,False
2.0,4.16151415592772,0.0,0.0,23.0,445.12361904212236,0.1687863054092754,0.10770642476880735,19.622501044878224,1.0,Dec,5,6,7,2,Returning_Visitor,False,True
1.0,176.01461293424717,0.0,0.0,11.0,279.2109720789158,0.4758103963256674,0.412828103860696,2.8287135246723327,0.0,May,2,11,6,1,Returning_Visitor,False,False
0.0,0.0,1.0,112.45987076804232,7.0,136.68200906500033,0.41773227414402136,0.3880510343356442,1.2275309710250433,0.0,Mar,4,13,9,1,Returning_Visitor,False,False
6.0,246.71416025214802,2.0,228.1796665069478,22.0,1002.9169091149087,0.5624161060571927,0.41120860535422993,1.7461512792442884,0.0,May,3,6,8,5,Returning_Visitor,False,False
0.0,0.0,1.0,45.34679876331039,5.0,43.34892055812111,0.07199322655791374,0.05101920458140895,0.6285415093351825,0.0,May,5,6,7,15,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,565.7604289615938,0.44625504092541385,0.35239707492614264,1.087412457325076,0.0,Nov,5,9,2,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,390.86278728598035,0.201483394479842,0.13366967284258652,9.496752821770517,0.0,Dec,2,9,9,4,Returning_Visitor,True,True
0.0,0.0,2.0,41.38395288604698,11.0,540.2406298022711,0.226337802759584,0.18584244761417382,28.977302232116248,0.0,Feb,2,7,4,5,Returning_Visitor,False,True
0.0,0.0,1.0,23.275274037812913,10.0,8.253499685847608,0.19977912291007938,0.08789990866736316,0.4295181918009713,0.0,Sep,2,5,6,2,Returning_Visitor,False,False
3.0,424.82478906761867,1.0,98.94391352365,12.0,228.47340549797718,0.18920504407553926,0.19921984437733256,1.8923532398124023,0.0,May,6,3,9,6,Returning_Visitor,False,False
2.0,139.4446345083666,0.0,0.0,14.0,923.3194458516427,0.4502253588604151,0.41617369787804664,1.9549802939774592,0.0,May,4,11,4,5,Returning_Visitor,False,False
4.0,213.86072748767396,0.0,0.0,28.0,1583.0586244749372,0.46389216575528985,0.38204133540938884,1.7365135322856533,0.0,Mar,2,10,4,2,Other,False,False
2.0,820.380974638544,0.0,0.0,3.0,165.21911074008466,0.09871110188882284,0.023815451850126082,0.05963812538075683,0.6,May,2,1,3,14,Returning_Visitor,False,False
3.0,342.81781467785527,3.0,232.77622179449781,7.0,349.6639154230278,0.053717465504316615,0.11715654321475527,8.530294959356812,0.0,Dec,8,11,7,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,11.439633360933707,0.38609172968116584,0.2310430270142963,2.1435247128783095,0.0,May,2,3,8,5,Returning_Visitor,False,False
5.0,215.73049040049983,0.0,0.0,10.0,1359.449480856697,0.060713060681152925,0.03462281103587852,2.216809850283105,0.0,Sep,2,11,5,1,Returning_Visitor,True,False
6.0,300.20476665934564,0.0,0.0,7.0,412.9977877585279,0.10013063572034629,0.07971138003133259,0.3679071317422242,0.0,Nov,2,3,9,14,Returning_Visitor,True,False
6.0,452.6506296504858,0.0,0.0,6.0,375.313502982675,0.3889530734711564,0.2832274298968364,2.7489434102920836,0.0,May,2,10,3,2,Returning_Visitor,False,False
1.0,91.59707565293775,0.0,0.0,22.0,8006.979242844788,0.04545462668381836,0.0,3.3420788372741232,0.0,Dec,5,3,2,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,2.0,599.9101126976843,0.33629113030457247,0.28462159911870843,1.0799929219268378,0.0,Dec,4,5,4,1,Returning_Visitor,False,False
4.0,146.5254966962542,0.0,0.0,25.0,4273.831811130106,0.2711628376205485,0.2278185730206086,2.8643896952472594,0.2,May,3,4,2,2,Returning_Visitor,True,False
0.0,0.0,1.0,63.23749578434891,15.0,511.7043113177365,0.44508087688810566,0.4497227815516258,0.6100261800195457,0.0,Aug,2,1,3,5,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,87.93463784688777,0.10864894985469835,0.1329373874715512,2.1888523271132367,0.0,May,5,12,5,5,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,2.0,157.1304501997473,0.09889565469070924,0.09583260602204896,0.10259199329225462,0.0,May,7,11,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,7.0,511.735988198709,0.3009442661433568,0.24963748329227198,1.2536551131352018,0.0,Mar,2,10,5,18,Returning_Visitor,True,False
1.0,17.53434452550056,0.0,0.0,7.0,248.94533654606187,0.5195384818344546,0.5135169220510132,0.09626475163189013,0.0,Nov,2,1,2,7,Returning_Visitor,False,False
4.0,820.892947181384,0.0,0.0,10.0,50.016935764361975,0.15565773166884875,0.17042889554726776,14.72177316255894,0.0,Aug,5,8,6,5,Returning_Visitor,False,False
6.0,202.16479997112157,0.0,0.0,24.0,536.9057510304663,0.19675079971118306,0.15620409883717015,8.72282994381315,0.0,Mar,2,8,5,15,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,107.44790150909157,0.2751683104032423,0.22027868045059487,0.016917517453026373,0.0,May,4,10,7,11,Returning_Visitor,True,False
1.0,2.1113902890349485,0.0,0.0,7.0,1992.6984030298904,0.13790581000813962,0.03120494210747249,7.580531101028614,0.0,Dec,5,6,2,2,Returning_Visitor,False,True
5.0,37.97947424857129,1.0,86.0525502194905,5.0,212.26164990877913,0.3340834873725721,0.2557915599737025,2.8806717906869967,0.8,May,2,2,7,1,New_Visitor,False,False
2.0,91.27181788264315,3.0,55.23293982463048,14.0,1648.9085464703487,0.1521182668159422,0.1335955442813187,0.13242736330650662,0.0,Mar,2,10,8,5,Returning_Visitor,False,False
1.0,150.6919352426881,0.0,0.0,25.0,842.6067926598661,0.45189565314906927,0.35660225966570325,3.830378560858044,0.0,Jul,2,10,2,17,Returning_Visitor,False,False
2.0,95.42638631739841,0.0,0.0,5.0,973.9980456298181,0.3402360535011562,0.31703030198540777,5.79300957269658,0.0,Dec,2,8,8,2,Returning_Visitor,True,False
0.0,0.0,1.0,32.13718740544329,14.0,1228.3931680111132,0.5429424014496875,0.46712043084199323,5.583008598638596,0.0,May,3,3,3,1,Returning_Visitor,True,False
3.0,99.99998019535992,1.0,36.718453540639395,17.0,4039.8941768952755,0.5391204939514387,0.4006304143089904,3.2771834587381785,1.0,Nov,2,7,2,2,Returning_Visitor,False,False
4.0,45.47152182295995,1.0,5.003876490368848,9.0,101.13393633591336,0.03981247628076888,0.0,7.004256498721414,0.2,Nov,2,4,1,15,Returning_Visitor,False,False
1.0,207.70721284712153,0.0,0.0,17.0,5873.950952270662,0.2912326873702233,0.24662429856014262,4.458100868984544,0.0,May,3,5,2,20,Returning_Visitor,False,False
